,date,sales,region
874,2018-09-12,1740.0,east
875,2018-09-12,1533.0,west
876,2018-09-13,1653.0,north
877,2018-09-13,1560.0,south
878,2018-09-13,1677.0,east
879,2018-09-13,1539.0,west
880,2018-09-14,1713.0,north
881,2018-09-14,1554.0,south
882,2018-09-14,1743.0,east
883,2018-09-14,1701.0,west
884,2018-09-15,1587.0,north
885,2018-09-15,1512.0,south
886,2018-09-15,1698.0,east
887,2018-09-15,1746.0,west
888,2018-09-16,1554.0,north
889,2018-09-16,1554.0,south
890,2018-09-16,1782.0,east
891,2018-09-16,1782.0,west
892,2018-09-17,1764.0,north
893,2018-09-17,1620.0,south
894,2018-09-17,1545.0,east
895,2018-09-17,1722.0,west
896,2018-09-18,1503.0,north
897,2018-09-18,1530.0,south
898,2018-09-18,1737.0,east
899,2018-09-18,1692.0,west
900,2018-09-19,1542.0,north
901,2018-09-19,1758.0,south
902,2018-09-19,1779.0,east
903,2018-09-19,1593.0,west
904,2018-09-20,1686.0,north
905,2018-09-20,1749.0,south
906,2018-09-20,1662.0,east
907,2018-09-20,1569.0,west
908,2018-09-21,1590.0,north
909,2018-09-21,1665.0,south
910,2018-09-21,1716.0,east
911,2018-09-21,1704.0,west
912,2018-09-22,1632.0,north
913,2018-09-22,1581.0,south
914,2018-09-22,1758.0,east
915,2018-09-22,1641.0,west
916,2018-09-23,1731.0,north
917,2018-09-23,1677.0,south
918,2018-09-23,1728.0,east
919,2018-09-23,1755.0,west
920,2018-09-24,1611.0,north
921,2018-09-24,1593.0,south
922,2018-09-24,1797.0,east
923,2018-09-24,1560.0,west
924,2018-09-25,1530.0,north
925,2018-09-25,1770.0,south
926,2018-09-25,1611.0,east
927,2018-09-25,1701.0,west
928,2018-09-26,1617.0,north
929,2018-09-26,1515.0,south
930,2018-09-26,1713.0,east
931,2018-09-26,1500.0,west
932,2018-09-27,1632.0,north
933,2018-09-27,1713.0,south
934,2018-09-27,1743.0,east
935,2018-09-27,1587.0,west
936,2018-09-28,1749.0,north
937,2018-09-28,1533.0,south
938,2018-09-28,1653.0,east
939,2018-09-28,1512.0,west
940,2018-09-29,1518.0,north
941,2018-09-29,1623.0,south
942,2018-09-29,1701.0,east
943,2018-09-29,1596.0,west
944,2018-09-30,1746.0,north
945,2018-09-30,1536.0,south
946,2018-09-30,1659.0,east
947,2018-09-30,1524.0,west
948,2018-10-01,1782.0,north
949,2018-10-01,1632.0,south
950,2018-10-01,1755.0,east
951,2018-10-01,1650.0,west
952,2018-10-02,1680.0,north
953,2018-10-02,1701.0,south
954,2018-10-02,1800.0,east
955,2018-10-02,1740.0,west
956,2018-10-03,1563.0,north
957,2018-10-03,1788.0,south
958,2018-10-03,1536.0,east
959,2018-10-03,1764.0,west
960,2018-10-04,1512.0,north
961,2018-10-04,1560.0,south
962,2018-10-04,1626.0,east
963,2018-10-04,1797.0,west
964,2018-10-05,1779.0,north
965,2018-10-05,1683.0,south
966,2018-10-05,1713.0,east
967,2018-10-05,1794.0,west
968,2018-10-06,1584.0,north
969,2018-10-06,1647.0,south
970,2018-10-06,1596.0,east
971,2018-10-06,1515.0,west
972,2018-10-07,1533.0,north
973,2018-10-07,1608.0,south
974,2018-10-07,1794.0,east
975,2018-10-07,1578.0,west
976,2018-10-08,1701.0,north
977,2018-10-08,1617.0,south
978,2018-10-08,1779.0,east
979,2018-10-08,1785.0,west
980,2018-10-09,1680.0,north
981,2018-10-09,1590.0,south
982,2018-10-09,1551.0,east
983,2018-10-09,1587.0,west
984,2018-10-10,1749.0,north
985,2018-10-10,1701.0,south
986,2018-10-10,1599.0,east
987,2018-10-10,1506.0,west
988,2018-10-11,1596.0,north
989,2018-10-11,1800.0,south
990,2018-10-11,1749.0,east
991,2018-10-11,1674.0,west
992,2018-10-12,1782.0,north
993,2018-10-12,1647.0,south
994,2018-10-12,1542.0,east
995,2018-10-12,1656.0,west
996,2018-10-13,1581.0,north
997,2018-10-13,1713.0,south
998,2018-10-13,1722.0,east
999,2018-10-13,1686.0,west
1000,2018-10-14,1728.0,north
1001,2018-10-14,1755.0,south
1002,2018-10-14,1503.0,east
1003,2018-10-14,1602.0,west
1004,2018-10-15,1605.0,north
1005,2018-10-15,1719.0,south
1006,2018-10-15,1548.0,east
1007,2018-10-15,1626.0,west
1008,2018-10-16,1551.0,north
1009,2018-10-16,1662.0,south
1010,2018-10-16,1650.0,east
1011,2018-10-16,1788.0,west
1012,2018-10-17,1536.0,north
1013,2018-10-17,1551.0,south
1014,2018-10-17,1656.0,east
1015,2018-10-17,1644.0,west
1016,2018-10-18,1692.0,north
1017,2018-10-18,1518.0,south
1018,2018-10-18,1509.0,east
1019,2018-10-18,1674.0,west
1020,2018-10-19,1521.0,north
1021,2018-10-19,1632.0,south
1022,2018-10-19,1794.0,east
1023,2018-10-19,1689.0,west
1024,2018-10-20,1692.0,north
1025,2018-10-20,1662.0,south
1026,2018-10-20,1776.0,east
1027,2018-10-20,1710.0,west
1028,2018-10-21,1569.0,north
1029,2018-10-21,1704.0,south
1030,2018-10-21,1767.0,east
1031,2018-10-21,1767.0,west
1032,2018-10-22,1542.0,north
1033,2018-10-22,1707.0,south
1034,2018-10-22,1578.0,east
1035,2018-10-22,1521.0,west
1036,2018-10-23,1764.0,north
1037,2018-10-23,1683.0,south
1038,2018-10-23,1602.0,east
1039,2018-10-23,1755.0,west
1040,2018-10-24,1650.0,north
1041,2018-10-24,1629.0,south
1042,2018-10-24,1692.0,east
1043,2018-10-24,1542.0,west
1044,2018-10-25,1629.0,north
1045,2018-10-25,1587.0,south
1046,2018-10-25,1635.0,east
1047,2018-10-25,1653.0,west
1048,2018-10-26,1596.0,north
1049,2018-10-26,1524.0,south
1050,2018-10-26,1545.0,east
1051,2018-10-26,1707.0,west
1052,2018-10-27,1509.0,north
1053,2018-10-27,1509.0,south
1054,2018-10-27,1686.0,east
1055,2018-10-27,1785.0,west
1056,2018-10-28,1635.0,north
1057,2018-10-28,1752.0,south
1058,2018-10-28,1785.0,east
1059,2018-10-28,1755.0,west
1060,2018-10-29,1707.0,north
1061,2018-10-29,1701.0,south
1062,2018-10-29,1599.0,east
1063,2018-10-29,1782.0,west
1064,2018-10-30,1677.0,north
1065,2018-10-30,1719.0,south
1066,2018-10-30,1530.0,east
1067,2018-10-30,1776.0,west
1068,2018-10-31,1674.0,north
1069,2018-10-31,1641.0,south
1070,2018-10-31,1596.0,east
1071,2018-10-31,1506.0,west
1072,2018-11-01,1692.0,north
1073,2018-11-01,1623.0,south
1074,2018-11-01,1593.0,east
1075,2018-11-01,1551.0,west
1076,2018-11-02,1728.0,north
1077,2018-11-02,1608.0,south
1078,2018-11-02,1530.0,east
1079,2018-11-02,1791.0,west
1080,2018-11-03,1704.0,north
1081,2018-11-03,1653.0,south
1082,2018-11-03,1548.0,east
1083,2018-11-03,1626.0,west
1084,2018-11-04,1695.0,north
1085,2018-11-04,1590.0,south
1086,2018-11-04,1530.0,east
1087,2018-11-04,1644.0,west
1088,2018-11-05,1611.0,north
1089,2018-11-05,1617.0,south
1090,2018-11-05,1776.0,east
1091,2018-11-05,1641.0,west
1092,2018-11-06,1740.0,north
1093,2018-11-06,1590.0,south
1094,2018-11-06,1773.0,east
1095,2018-11-06,1641.0,west
1096,2018-11-07,1527.0,north
1097,2018-11-07,1755.0,south
1098,2018-11-07,1650.0,east
1099,2018-11-07,1593.0,west
1100,2018-11-08,1548.0,north
1101,2018-11-08,1623.0,south
1102,2018-11-08,1500.0,east
1103,2018-11-08,1569.0,west
1104,2018-11-09,1647.0,north
1105,2018-11-09,1662.0,south
1106,2018-11-09,1710.0,east
1107,2018-11-09,1719.0,west
1108,2018-11-10,1590.0,north
1109,2018-11-10,1539.0,south
1110,2018-11-10,1566.0,east
1111,2018-11-10,1770.0,west
1112,2018-11-11,1722.0,north
1113,2018-11-11,1524.0,south
1114,2018-11-11,1641.0,east
1115,2018-11-11,1662.0,west
1116,2018-11-12,1716.0,north
1117,2018-11-12,1611.0,south
1118,2018-11-12,1569.0,east
1119,2018-11-12,1797.0,west
1120,2018-11-13,1698.0,north
1121,2018-11-13,1581.0,south
1122,2018-11-13,1776.0,east
1123,2018-11-13,1644.0,west
1124,2018-11-14,1563.0,north
1125,2018-11-14,1707.0,south
1126,2018-11-14,1533.0,east
1127,2018-11-14,1572.0,west
1128,2018-11-15,1623.0,north
1129,2018-11-15,1698.0,south
1130,2018-11-15,1521.0,east
1131,2018-11-15,1707.0,west
1132,2018-11-16,1587.0,north
1133,2018-11-16,1776.0,south
1134,2018-11-16,1662.0,east
1135,2018-11-16,1578.0,west
1136,2018-11-17,1554.0,north
1137,2018-11-17,1515.0,south
1138,2018-11-17,1602.0,east
1139,2018-11-17,1557.0,west
1140,2018-11-18,1521.0,north
1141,2018-11-18,1740.0,south
1142,2018-11-18,1617.0,east
1143,2018-11-18,1647.0,west
1144,2018-11-19,1551.0,north
1145,2018-11-19,1500.0,south
1146,2018-11-19,1725.0,east
1147,2018-11-19,1563.0,west
1148,2018-11-20,1791.0,north
1149,2018-11-20,1578.0,south
1150,2018-11-20,1632.0,east
1151,2018-11-20,1674.0,west
1152,2018-11-21,1617.0,north
1153,2018-11-21,1509.0,south
1154,2018-11-21,1644.0,east
1155,2018-11-21,1542.0,west
1156,2018-11-22,1650.0,north
1157,2018-11-22,1758.0,south
1158,2018-11-22,1710.0,east
1159,2018-11-22,1737.0,west
1160,2018-11-23,1779.0,north
1161,2018-11-23,1743.0,south
1162,2018-11-23,1560.0,east
1163,2018-11-23,1719.0,west
1164,2018-11-24,1689.0,north
1165,2018-11-24,1605.0,south
1166,2018-11-24,1683.0,east
1167,2018-11-24,1518.0,west
1168,2018-11-25,1665.0,north
1169,2018-11-25,1671.0,south
1170,2018-11-25,1704.0,east
1171,2018-11-25,1731.0,west
1172,2018-11-26,1653.0,north
1173,2018-11-26,1542.0,south
1174,2018-11-26,1659.0,east
1175,2018-11-26,1650.0,west
1176,2018-11-27,1773.0,north
1177,2018-11-27,1647.0,south
1178,2018-11-27,1725.0,east
1179,2018-11-27,1644.0,west
1180,2018-11-28,1767.0,north
1181,2018-11-28,1728.0,south
1182,2018-11-28,1719.0,east
1183,2018-11-28,1677.0,west
1184,2018-11-29,1686.0,north
1185,2018-11-29,1527.0,south
1186,2018-11-29,1689.0,east
1187,2018-11-29,1686.0,west
1188,2018-11-30,1641.0,north
1189,2018-11-30,1665.0,south
1190,2018-11-30,1755.0,east
1191,2018-11-30,1551.0,west
1192,2018-12-01,1665.0,north
1193,2018-12-01,1527.0,south
1194,2018-12-01,1536.0,east
1195,2018-12-01,1656.0,west
1196,2018-12-02,1563.0,north
1197,2018-12-02,1554.0,south
1198,2018-12-02,1602.0,east
1199,2018-12-02,1737.0,west
1200,2018-12-03,1506.0,north
1201,2018-12-03,1755.0,south
1202,2018-12-03,1572.0,east
1203,2018-12-03,1608.0,west
1204,2018-12-04,1722.0,north
1205,2018-12-04,1788.0,south
1206,2018-12-04,1788.0,east
1207,2018-12-04,1587.0,west
1208,2018-12-05,1677.0,north
1209,2018-12-05,1725.0,south
1210,2018-12-05,1731.0,east
1211,2018-12-05,1518.0,west
1212,2018-12-06,1737.0,north
1213,2018-12-06,1797.0,south
1214,2018-12-06,1662.0,east
1215,2018-12-06,1662.0,west
1216,2018-12-07,1716.0,north
1217,2018-12-07,1596.0,south
1218,2018-12-07,1653.0,east
1219,2018-12-07,1635.0,west
1220,2018-12-08,1782.0,north
1221,2018-12-08,1773.0,south
1222,2018-12-08,1755.0,east
1223,2018-12-08,1719.0,west
1224,2018-12-09,1737.0,north
1225,2018-12-09,1548.0,south
1226,2018-12-09,1665.0,east
1227,2018-12-09,1659.0,west
1228,2018-12-10,1659.0,north
1229,2018-12-10,1575.0,south
1230,2018-12-10,1509.0,east
1231,2018-12-10,1767.0,west
1232,2018-12-11,1509.0,north
1233,2018-12-11,1527.0,south
1234,2018-12-11,1575.0,east
1235,2018-12-11,1620.0,west
1236,2018-12-12,1623.0,north
1237,2018-12-12,1623.0,south
1238,2018-12-12,1773.0,east
1239,2018-12-12,1743.0,west
1240,2018-12-13,1719.0,north
1241,2018-12-13,1782.0,south
1242,2018-12-13,1713.0,east
1243,2018-12-13,1593.0,west
1244,2018-12-14,1716.0,north
1245,2018-12-14,1686.0,south
1246,2018-12-14,1569.0,east
1247,2018-12-14,1704.0,west
1248,2018-12-15,1554.0,north
1249,2018-12-15,1545.0,south
1250,2018-12-15,1587.0,east
1251,2018-12-15,1800.0,west
1252,2018-12-16,1635.0,north
1253,2018-12-16,1620.0,south
1254,2018-12-16,1800.0,east
1255,2018-12-16,1641.0,west
1256,2018-12-17,1635.0,north
1257,2018-12-17,1527.0,south
1258,2018-12-17,1626.0,east
1259,2018-12-17,1716.0,west
1260,2018-12-18,1755.0,north
1261,2018-12-18,1755.0,south
1262,2018-12-18,1605.0,east
1263,2018-12-18,1779.0,west
1264,2018-12-19,1566.0,north
1265,2018-12-19,1566.0,south
1266,2018-12-19,1797.0,east
1267,2018-12-19,1770.0,west
1268,2018-12-20,1731.0,north
1269,2018-12-20,1551.0,south
1270,2018-12-20,1767.0,east
1271,2018-12-20,1626.0,west
1272,2018-12-21,1659.0,north
1273,2018-12-21,1710.0,south
1274,2018-12-21,1542.0,east
1275,2018-12-21,1569.0,west
1276,2018-12-22,1776.0,north
1277,2018-12-22,1578.0,south
1278,2018-12-22,1668.0,east
1279,2018-12-22,1527.0,west
1280,2018-12-23,1770.0,north
1281,2018-12-23,1623.0,south
1282,2018-12-23,1710.0,east
1283,2018-12-23,1731.0,west
1284,2018-12-24,1740.0,north
1285,2018-12-24,1632.0,south
1286,2018-12-24,1719.0,east
1287,2018-12-24,1500.0,west
1288,2018-12-25,1512.0,north
1289,2018-12-25,1605.0,south
1290,2018-12-25,1623.0,east
1291,2018-12-25,1533.0,west
1292,2018-12-26,1683.0,north
1293,2018-12-26,1734.0,south
1294,2018-12-26,1545.0,east
1295,2018-12-26,1587.0,west
1296,2018-12-27,1578.0,north
1297,2018-12-27,1650.0,south
1298,2018-12-27,1632.0,east
1299,2018-12-27,1713.0,west
1300,2018-12-28,1650.0,north
1301,2018-12-28,1794.0,south
1302,2018-12-28,1764.0,east
1303,2018-12-28,1797.0,west
1304,2018-12-29,1626.0,north
1305,2018-12-29,1794.0,south
1306,2018-12-29,1695.0,east
1307,2018-12-29,1740.0,west
1308,2018-12-30,1758.0,north
1309,2018-12-30,1785.0,south
1310,2018-12-30,1599.0,east
1311,2018-12-30,1689.0,west
1312,2018-12-31,1527.0,north
1313,2018-12-31,1710.0,south
1314,2018-12-31,1590.0,east
1315,2018-12-31,1653.0,west
1316,2019-01-01,1518.0,north
1317,2019-01-01,1632.0,south
1318,2019-01-01,1755.0,east
1319,2019-01-01,1551.0,west
1320,2019-01-02,1767.0,north
1321,2019-01-02,1605.0,south
1322,2019-01-02,1692.0,east
1323,2019-01-02,1794.0,west
1324,2019-01-03,1695.0,north
1325,2019-01-03,1737.0,south
1326,2019-01-03,1575.0,east
1327,2019-01-03,1509.0,west
1328,2019-01-04,1590.0,north
1329,2019-01-04,1500.0,south
1330,2019-01-04,1590.0,east
1331,2019-01-04,1638.0,west
1332,2019-01-05,1761.0,north
1333,2019-01-05,1590.0,south
1334,2019-01-05,1725.0,east
1335,2019-01-05,1551.0,west
1336,2019-01-06,1644.0,north
1337,2019-01-06,1779.0,south
1338,2019-01-06,1794.0,east
1339,2019-01-06,1638.0,west
1340,2019-01-07,1644.0,north
1341,2019-01-07,1647.0,south
1342,2019-01-07,1692.0,east
1343,2019-01-07,1623.0,west
1344,2019-01-08,1722.0,north
1345,2019-01-08,1551.0,south
1346,2019-01-08,1731.0,east
1347,2019-01-08,1701.0,west
1348,2019-01-09,1500.0,north
1349,2019-01-09,1764.0,south
1350,2019-01-09,1764.0,east
1351,2019-01-09,1635.0,west
1352,2019-01-10,1767.0,north
1353,2019-01-10,1551.0,south
1354,2019-01-10,1512.0,east
1355,2019-01-10,1686.0,west
1356,2019-01-11,1662.0,north
1357,2019-01-11,1512.0,south
1358,2019-01-11,1608.0,east
1359,2019-01-11,1611.0,west
1360,2019-01-12,1566.0,north
1361,2019-01-12,1773.0,south
1362,2019-01-12,1707.0,east
1363,2019-01-12,1752.0,west
1364,2019-01-13,1551.0,north
1365,2019-01-13,1503.0,south
1366,2019-01-13,1536.0,east
1367,2019-01-13,1728.0,west
1368,2019-01-14,1692.0,north
1369,2019-01-14,1521.0,south
1370,2019-01-14,1698.0,east
1371,2019-01-14,1791.0,west
1372,2019-01-15,1605.0,north
1373,2019-01-15,1761.0,south
1374,2019-01-15,1617.0,east
1375,2019-01-15,1503.0,west
1376,2019-01-16,1548.0,north
1377,2019-01-16,1734.0,south
1378,2019-01-16,1506.0,east
1379,2019-01-16,1533.0,west
1380,2019-01-17,1590.0,north
1381,2019-01-17,1707.0,south
1382,2019-01-17,1509.0,east
1383,2019-01-17,1653.0,west
1384,2019-01-18,1572.0,north
1385,2019-01-18,1563.0,south
1386,2019-01-18,1635.0,east
1387,2019-01-18,1734.0,west
1388,2019-01-19,1587.0,north
1389,2019-01-19,1506.0,south
1390,2019-01-19,1689.0,east
1391,2019-01-19,1701.0,west
1392,2019-01-20,1707.0,north
1393,2019-01-20,1557.0,south
1394,2019-01-20,1722.0,east
1395,2019-01-20,1629.0,west
1396,2019-01-21,1611.0,north
1397,2019-01-21,1515.0,south
1398,2019-01-21,1614.0,east
1399,2019-01-21,1593.0,west
1400,2019-01-22,1719.0,north
1401,2019-01-22,1506.0,south
1402,2019-01-22,1794.0,east
1403,2019-01-22,1731.0,west
1404,2019-01-23,1662.0,north
1405,2019-01-23,1728.0,south
1406,2019-01-23,1563.0,east
1407,2019-01-23,1662.0,west
1408,2019-01-24,1647.0,north
1409,2019-01-24,1638.0,south
1410,2019-01-24,1557.0,east
1411,2019-01-24,1518.0,west
1412,2019-01-25,1560.0,north
1413,2019-01-25,1656.0,south
1414,2019-01-25,1707.0,east
1415,2019-01-25,1767.0,west
1416,2019-01-26,1671.0,north
1417,2019-01-26,1686.0,south
1418,2019-01-26,1653.0,east
1419,2019-01-26,1647.0,west
1420,2019-01-27,1524.0,north
1421,2019-01-27,1503.0,south
1422,2019-01-27,1533.0,east
1423,2019-01-27,1785.0,west
1424,2019-01-28,1731.0,north
1425,2019-01-28,1782.0,south
1426,2019-01-28,1560.0,east
1427,2019-01-28,1782.0,west
1428,2019-01-29,1500.0,north
1429,2019-01-29,1728.0,south
1430,2019-01-29,1605.0,east
1431,2019-01-29,1614.0,west
1432,2019-01-30,1782.0,north
1433,2019-01-30,1638.0,south
1434,2019-01-30,1797.0,east
1435,2019-01-30,1641.0,west
1436,2019-01-31,1650.0,north
1437,2019-01-31,1536.0,south
1438,2019-01-31,1599.0,east
1439,2019-01-31,1740.0,west
1440,2019-02-01,1749.0,north
1441,2019-02-01,1581.0,south
1442,2019-02-01,1662.0,east
1443,2019-02-01,1509.0,west
1444,2019-02-02,1596.0,north
1445,2019-02-02,1638.0,south
1446,2019-02-02,1746.0,east
1447,2019-02-02,1611.0,west
1448,2019-02-03,1602.0,north
1449,2019-02-03,1722.0,south
1450,2019-02-03,1734.0,east
1451,2019-02-03,1749.0,west
1452,2019-02-04,1548.0,north
1453,2019-02-04,1647.0,south
1454,2019-02-04,1560.0,east
1455,2019-02-04,1542.0,west
1456,2019-02-05,1617.0,north
1457,2019-02-05,1659.0,south
1458,2019-02-05,1674.0,east
1459,2019-02-05,1524.0,west
1460,2019-02-06,1551.0,north
1461,2019-02-06,1722.0,south
1462,2019-02-06,1563.0,east
1463,2019-02-06,1692.0,west
1464,2019-02-07,1734.0,north
1465,2019-02-07,1584.0,south
1466,2019-02-07,1662.0,east
1467,2019-02-07,1545.0,west
1468,2019-02-08,1662.0,north
1469,2019-02-08,1614.0,south
1470,2019-02-08,1719.0,east
1471,2019-02-08,1788.0,west
1472,2019-02-09,1779.0,north
1473,2019-02-09,1665.0,south
1474,2019-02-09,1605.0,east
1475,2019-02-09,1641.0,west
1476,2019-02-10,1725.0,north
1477,2019-02-10,1611.0,south
1478,2019-02-10,1560.0,east
1479,2019-02-10,1575.0,west
1480,2019-02-11,1563.0,north
1481,2019-02-11,1773.0,south
1482,2019-02-11,1536.0,east
1483,2019-02-11,1551.0,west
1484,2019-02-12,1572.0,north
1485,2019-02-12,1608.0,south
1486,2019-02-12,1752.0,east
1487,2019-02-12,1734.0,west
1488,2019-02-13,1686.0,north
1489,2019-02-13,1782.0,south
1490,2019-02-13,1500.0,east
1491,2019-02-13,1731.0,west
1492,2019-02-14,1725.0,north
1493,2019-02-14,1578.0,south
1494,2019-02-14,1560.0,east
1495,2019-02-14,1644.0,west
1496,2019-02-15,1566.0,north
1497,2019-02-15,1584.0,south
1498,2019-02-15,1695.0,east
1499,2019-02-15,1734.0,west
1500,2019-02-16,1794.0,north
1501,2019-02-16,1731.0,south
1502,2019-02-16,1674.0,east
1503,2019-02-16,1599.0,west
1504,2019-02-17,1512.0,north
1505,2019-02-17,1653.0,south
1506,2019-02-17,1722.0,east
1507,2019-02-17,1641.0,west
1508,2019-02-18,1695.0,north
1509,2019-02-18,1749.0,south
1510,2019-02-18,1728.0,east
1511,2019-02-18,1764.0,west
1512,2019-02-19,1716.0,north
1513,2019-02-19,1599.0,south
1514,2019-02-19,1596.0,east
1515,2019-02-19,1644.0,west
1516,2019-02-20,1740.0,north
1517,2019-02-20,1641.0,south
1518,2019-02-20,1566.0,east
1519,2019-02-20,1656.0,west
1520,2019-02-21,1599.0,north
1521,2019-02-21,1725.0,south
1522,2019-02-21,1731.0,east
1523,2019-02-21,1719.0,west
1524,2019-02-22,1770.0,north
1525,2019-02-22,1794.0,south
1526,2019-02-22,1725.0,east
1527,2019-02-22,1713.0,west
1528,2019-02-23,1599.0,north
1529,2019-02-23,1743.0,south
1530,2019-02-23,1518.0,east
1531,2019-02-23,1614.0,west
1532,2019-02-24,1692.0,north
1533,2019-02-24,1755.0,south
1534,2019-02-24,1653.0,east
1535,2019-02-24,1524.0,west
1536,2019-02-25,1635.0,north
1537,2019-02-25,1734.0,south
1538,2019-02-25,1713.0,east
1539,2019-02-25,1578.0,west
1540,2019-02-26,1566.0,north
1541,2019-02-26,1653.0,south
1542,2019-02-26,1506.0,east
1543,2019-02-26,1656.0,west
1544,2019-02-27,1593.0,north
1545,2019-02-27,1545.0,south
1546,2019-02-27,1734.0,east
1547,2019-02-27,1635.0,west
1548,2019-02-28,1710.0,north
1549,2019-02-28,1569.0,south
1550,2019-02-28,1731.0,east
1551,2019-02-28,1599.0,west
1552,2019-03-01,1593.0,north
1553,2019-03-01,1707.0,south
1554,2019-03-01,1638.0,east
1555,2019-03-01,1539.0,west
1556,2019-03-02,1782.0,north
1557,2019-03-02,1794.0,south
1558,2019-03-02,1608.0,east
1559,2019-03-02,1689.0,west
1560,2019-03-03,1698.0,north
1561,2019-03-03,1518.0,south
1562,2019-03-03,1593.0,east
1563,2019-03-03,1611.0,west
1564,2019-03-04,1587.0,north
1565,2019-03-04,1686.0,south
1566,2019-03-04,1518.0,east
1567,2019-03-04,1632.0,west
1568,2019-03-05,1566.0,north
1569,2019-03-05,1569.0,south
1570,2019-03-05,1743.0,east
1571,2019-03-05,1557.0,west
1572,2019-03-06,1746.0,north
1573,2019-03-06,1662.0,south
1574,2019-03-06,1674.0,east
1575,2019-03-06,1608.0,west
1576,2019-03-07,1551.0,north
1577,2019-03-07,1581.0,south
1578,2019-03-07,1560.0,east
1579,2019-03-07,1674.0,west
1580,2019-03-08,1521.0,north
1581,2019-03-08,1782.0,south
1582,2019-03-08,1617.0,east
1583,2019-03-08,1797.0,west
1584,2019-03-09,1533.0,north
1585,2019-03-09,1749.0,south
1586,2019-03-09,1656.0,east
1587,2019-03-09,1644.0,west
1588,2019-03-10,1545.0,north
1589,2019-03-10,1776.0,south
1590,2019-03-10,1650.0,east
1591,2019-03-10,1737.0,west
1592,2019-03-11,1659.0,north
1593,2019-03-11,1722.0,south
1594,2019-03-11,1689.0,east
1595,2019-03-11,1692.0,west
1596,2019-03-12,1518.0,north
1597,2019-03-12,1581.0,south
1598,2019-03-12,1626.0,east
1599,2019-03-12,1668.0,west
1600,2019-03-13,1524.0,north
1601,2019-03-13,1797.0,south
1602,2019-03-13,1542.0,east
1603,2019-03-13,1653.0,west
1604,2019-03-14,1677.0,north
1605,2019-03-14,1524.0,south
1606,2019-03-14,1692.0,east
1607,2019-03-14,1704.0,west
1608,2019-03-15,1647.0,north
1609,2019-03-15,1671.0,south
1610,2019-03-15,1563.0,east
1611,2019-03-15,1650.0,west
1612,2019-03-16,1563.0,north
1613,2019-03-16,1680.0,south
1614,2019-03-16,1728.0,east
1615,2019-03-16,1680.0,west
1616,2019-03-17,1683.0,north
1617,2019-03-17,1638.0,south
1618,2019-03-17,1545.0,east
1619,2019-03-17,1671.0,west
1620,2019-03-18,1701.0,north
1621,2019-03-18,1515.0,south
1622,2019-03-18,1764.0,east
1623,2019-03-18,1668.0,west
1624,2019-03-19,1677.0,north
1625,2019-03-19,1752.0,south
1626,2019-03-19,1635.0,east
1627,2019-03-19,1605.0,west
1628,2019-03-20,1635.0,north
1629,2019-03-20,1596.0,south
1630,2019-03-20,1608.0,east
1631,2019-03-20,1779.0,west
1632,2019-03-21,1776.0,north
1633,2019-03-21,1635.0,south
1634,2019-03-21,1791.0,east
1635,2019-03-21,1779.0,west
1636,2019-03-22,1746.0,north
1637,2019-03-22,1545.0,south
1638,2019-03-22,1767.0,east
1639,2019-03-22,1731.0,west
1640,2019-03-23,1734.0,north
1641,2019-03-23,1509.0,south
1642,2019-03-23,1686.0,east
1643,2019-03-23,1797.0,west
1644,2019-03-24,1566.0,north
1645,2019-03-24,1557.0,south
1646,2019-03-24,1797.0,east
1647,2019-03-24,1755.0,west
1648,2019-03-25,1650.0,north
1649,2019-03-25,1500.0,south
1650,2019-03-25,1554.0,east
1651,2019-03-25,1734.0,west
1652,2019-03-26,1701.0,north
1653,2019-03-26,1782.0,south
1654,2019-03-26,1797.0,east
1655,2019-03-26,1557.0,west
1656,2019-03-27,1668.0,north
1657,2019-03-27,1575.0,south
1658,2019-03-27,1608.0,east
1659,2019-03-27,1527.0,west
1660,2019-03-28,1518.0,north
1661,2019-03-28,1509.0,south
1662,2019-03-28,1767.0,east
1663,2019-03-28,1557.0,west
1664,2019-03-29,1605.0,north
1665,2019-03-29,1686.0,south
1666,2019-03-29,1656.0,east
1667,2019-03-29,1653.0,west
1668,2019-03-30,1722.0,north
1669,2019-03-30,1593.0,south
1670,2019-03-30,1557.0,east
1671,2019-03-30,1710.0,west
1672,2019-03-31,1785.0,north
1673,2019-03-31,1710.0,south
1674,2019-03-31,1653.0,east
1675,2019-03-31,1572.0,west
1676,2019-04-01,1512.0,north
1677,2019-04-01,1794.0,south
1678,2019-04-01,1569.0,east
1679,2019-04-01,1608.0,west
1680,2019-04-02,1623.0,north
1681,2019-04-02,1791.0,south
1682,2019-04-02,1785.0,east
1683,2019-04-02,1629.0,west
1684,2019-04-03,1539.0,north
1685,2019-04-03,1626.0,south
1686,2019-04-03,1695.0,east
1687,2019-04-03,1518.0,west
1688,2019-04-04,1530.0,north
1689,2019-04-04,1683.0,south
1690,2019-04-04,1662.0,east
1691,2019-04-04,1632.0,west
1692,2019-04-05,1614.0,north
1693,2019-04-05,1605.0,south
1694,2019-04-05,1662.0,east
1695,2019-04-05,1713.0,west
1696,2019-04-06,1749.0,north
1697,2019-04-06,1713.0,south
1698,2019-04-06,1716.0,east
1699,2019-04-06,1557.0,west
1700,2019-04-07,1605.0,north
1701,2019-04-07,1635.0,south
1702,2019-04-07,1518.0,east
1703,2019-04-07,1632.0,west
